"Var1"	"Var2"	"Correlation"	"freeze"
"Mast"	"ILC1/NKs"	0.0934208646834582	"Replication"
"Monocytes"	"ILC1/NKs"	0.043645857666776	"Replication"
"Paneth cell"	"ILC1/NKs"	-0.141920875193301	"Replication"
"Pericytes"	"ILC1/NKs"	-0.0307740444748965	"Replication"
"Smooth muscle cell"	"ILC1/NKs"	-0.0411318775617323	"Replication"
"Stem cell LGR5+"	"ILC1/NKs"	-0.124070326365703	"Replication"
"Stem cell MKI67+ (1)"	"ILC1/NKs"	-0.130434923261926	"Replication"
"Stem cell MKI67+ (2)"	"ILC1/NKs"	-0.119301729058511	"Replication"
"T cell CD4 naive"	"ILC1/NKs"	0.196817164880318	"Replication"
"T cell CD4 proliferating"	"ILC1/NKs"	0.205696331221756	"Replication"
"T cell CD4- CD8-"	"ILC1/NKs"	0.10949885883199	"Replication"
"T cell CD4+ CXCR6+ memory"	"ILC1/NKs"	0.349516841940189	"Replication"
"T cell CD4+ memory"	"ILC1/NKs"	0.293635952220532	"Replication"
"T cell CD4+ PASK+ CCR7+"	"ILC1/NKs"	0.204424763323101	"Replication"
"T cell CD4+ Treg"	"ILC1/NKs"	0.21744500208284	"Replication"
"T cell CD8+ FGFBP2+ effector"	"ILC1/NKs"	0.350159104772014	"Replication"
"T cell CD8+ GZMK+"	"ILC1/NKs"	0.372861356025478	"Replication"
"T cell CD8+ tissue-resident"	"ILC1/NKs"	0.394850531527727	"Replication"
"T cell gd"	"ILC1/NKs"	0.521289815471334	"Replication"
"Tuft cell"	"ILC1/NKs"	-0.0550399378460475	"Replication"
"B cell"	"ILC3"	0.033805708251851	"Replication"
"B cell activated"	"ILC3"	-0.0000703703006576868	"Replication"
"B cell germinal centre/plasmablasts"	"ILC3"	0.030821152695511	"Replication"
"B cell memory (1)"	"ILC3"	0.0801755707027202	"Replication"
"B cell memory (2)"	"ILC3"	0.0743718226589973	"Replication"
"B cell naive"	"ILC3"	0.100391663713113	"Replication"
"B cell plasma IgA (1)"	"ILC3"	-0.0755459599036316	"Replication"
"B cell plasma IgA (2)"	"ILC3"	-0.018196130105998	"Replication"
"B cell plasma IgA (3)"	"ILC3"	-0.00464851026363305	"Replication"
"Dendritic cell"	"ILC3"	0.100943623518411	"Replication"
"Endocrine cell"	"ILC3"	-0.0522788392121657	"Replication"
"Endothelial cell"	"ILC3"	0.0493635925509344	"Replication"
"Enterocyte middle villus (1)"	"ILC3"	-0.116764338276529	"Replication"
"Enterocyte middle villus (2)"	"ILC3"	-0.121194690394256	"Replication"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"ILC3"	-0.132996950236178	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"ILC3"	-0.123864889097431	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"ILC3"	-0.129324415211757	"Replication"
"Enterocyte top villus"	"ILC3"	-0.104168446185589	"Replication"
"Enterocytes BEST4"	"ILC3"	-0.0680513318861399	"Replication"
"Fibroblast/Myofibroblasts"	"ILC3"	0.0247240134755138	"Replication"
"Goblet cell crypt MKI67+"	"ILC3"	-0.111078966690627	"Replication"
"Goblet cell middle villus"	"ILC3"	-0.116565087579554	"Replication"
"Goblet cell top villus"	"ILC3"	-0.0973947875298381	"Replication"
"ILC1/NKs"	"ILC3"	0.286810504879301	"Replication"
"ILC3"	"ILC3"	1	"Replication"
"Mac (1)"	"ILC3"	0.061470485279241	"Replication"
"Mac (2)"	"ILC3"	0.0422424313668369	"Replication"
"Mac intermediate (1)"	"ILC3"	0.0767215085201237	"Replication"
"Mac intermediate (2)"	"ILC3"	0.0525818857319939	"Replication"
"Mast"	"ILC3"	0.109276001128786	"Replication"
"Monocytes"	"ILC3"	0.0294301531596464	"Replication"
"Paneth cell"	"ILC3"	-0.10259331563094	"Replication"
"Pericytes"	"ILC3"	0.0237640223360943	"Replication"
"Smooth muscle cell"	"ILC3"	0.0078987471667635	"Replication"
"Stem cell LGR5+"	"ILC3"	-0.0970208181556659	"Replication"
"Stem cell MKI67+ (1)"	"ILC3"	-0.124345134722215	"Replication"
"Stem cell MKI67+ (2)"	"ILC3"	-0.110535122828764	"Replication"
"T cell CD4 naive"	"ILC3"	0.139517940196729	"Replication"
"T cell CD4 proliferating"	"ILC3"	0.116031742862637	"Replication"
"T cell CD4- CD8-"	"ILC3"	0.086147172040396	"Replication"
"T cell CD4+ CXCR6+ memory"	"ILC3"	0.324597854533558	"Replication"
"T cell CD4+ memory"	"ILC3"	0.236443091213378	"Replication"
"T cell CD4+ PASK+ CCR7+"	"ILC3"	0.153455316757465	"Replication"
"T cell CD4+ Treg"	"ILC3"	0.177561428790514	"Replication"
"T cell CD8+ FGFBP2+ effector"	"ILC3"	0.119786576954638	"Replication"
"T cell CD8+ GZMK+"	"ILC3"	0.151386301610502	"Replication"
"T cell CD8+ tissue-resident"	"ILC3"	0.210070598093696	"Replication"
"T cell gd"	"ILC3"	0.272482004321516	"Replication"
"Tuft cell"	"ILC3"	-0.0295532694886103	"Replication"
"B cell"	"Mac (1)"	-0.0025796752160275	"Replication"
"B cell activated"	"Mac (1)"	-0.0512361632417965	"Replication"
"B cell germinal centre/plasmablasts"	"Mac (1)"	-0.00959164065607782	"Replication"
"B cell memory (1)"	"Mac (1)"	0.0585120081031026	"Replication"
"B cell memory (2)"	"Mac (1)"	0.0394855607499683	"Replication"
"B cell naive"	"Mac (1)"	0.0329369022240258	"Replication"
"B cell plasma IgA (1)"	"Mac (1)"	-0.0808421674653696	"Replication"
"B cell plasma IgA (2)"	"Mac (1)"	-0.036740628077584	"Replication"
"B cell plasma IgA (3)"	"Mac (1)"	-0.0242548728178075	"Replication"
"Dendritic cell"	"Mac (1)"	0.453467338737736	"Replication"
"Endocrine cell"	"Mac (1)"	-0.0599968682072112	"Replication"
"Endothelial cell"	"Mac (1)"	0.095104690601146	"Replication"
"Enterocyte middle villus (1)"	"Mac (1)"	-0.0623093183808891	"Replication"
"Enterocyte middle villus (2)"	"Mac (1)"	-0.0798483573821245	"Replication"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"Mac (1)"	-0.100183977328614	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"Mac (1)"	-0.11903982211345	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"Mac (1)"	-0.104588608813871	"Replication"
"Enterocyte top villus"	"Mac (1)"	-0.0589170374105876	"Replication"
"Enterocytes BEST4"	"Mac (1)"	-0.0480800189316307	"Replication"
"Fibroblast/Myofibroblasts"	"Mac (1)"	0.0499553076832212	"Replication"
"Goblet cell crypt MKI67+"	"Mac (1)"	-0.0963981708183575	"Replication"
"Goblet cell middle villus"	"Mac (1)"	-0.106426598102672	"Replication"
"Goblet cell top villus"	"Mac (1)"	-0.0839349542808891	"Replication"
"ILC1/NKs"	"Mac (1)"	0.0364885521891278	"Replication"
"ILC3"	"Mac (1)"	0.061470485279241	"Replication"
"Mac (1)"	"Mac (1)"	1	"Replication"
"Mac (2)"	"Mac (1)"	0.650336211167241	"Replication"
"Mac intermediate (1)"	"Mac (1)"	0.627259302462587	"Replication"
"Mac intermediate (2)"	"Mac (1)"	0.322010310574343	"Replication"
"Mast"	"Mac (1)"	0.109101139538094	"Replication"
"Monocytes"	"Mac (1)"	0.182242676215129	"Replication"
"Paneth cell"	"Mac (1)"	-0.110154090141982	"Replication"
"Pericytes"	"Mac (1)"	0.0150020282642484	"Replication"
"Smooth muscle cell"	"Mac (1)"	0.012756229884913	"Replication"
"Stem cell LGR5+"	"Mac (1)"	-0.12282474332353	"Replication"
"Stem cell MKI67+ (1)"	"Mac (1)"	-0.110967159231693	"Replication"
"Stem cell MKI67+ (2)"	"Mac (1)"	-0.108735924833081	"Replication"
"T cell CD4 naive"	"Mac (1)"	-0.046376297682346	"Replication"
"T cell CD4 proliferating"	"Mac (1)"	-0.0122638171437739	"Replication"
"T cell CD4- CD8-"	"Mac (1)"	-0.0353753678571089	"Replication"
"T cell CD4+ CXCR6+ memory"	"Mac (1)"	0.0275263859311238	"Replication"
"T cell CD4+ memory"	"Mac (1)"	-0.00824792365318262	"Replication"
"T cell CD4+ PASK+ CCR7+"	"Mac (1)"	-0.0353236729522797	"Replication"
"T cell CD4+ Treg"	"Mac (1)"	0.00340374660754677	"Replication"
"T cell CD8+ FGFBP2+ effector"	"Mac (1)"	-0.0103760000965187	"Replication"
"T cell CD8+ GZMK+"	"Mac (1)"	-0.00878528938446737	"Replication"
"T cell CD8+ tissue-resident"	"Mac (1)"	-0.00593921899059477	"Replication"
"T cell gd"	"Mac (1)"	0.0362433259828607	"Replication"
"Tuft cell"	"Mac (1)"	-0.0355035233702451	"Replication"
"B cell"	"Mac (2)"	0.0497740811465964	"Replication"
"B cell activated"	"Mac (2)"	-0.0241981964152168	"Replication"
"B cell germinal centre/plasmablasts"	"Mac (2)"	-0.00946814669571462	"Replication"
"B cell memory (1)"	"Mac (2)"	-0.000559418743450304	"Replication"
"B cell memory (2)"	"Mac (2)"	0.0141950068001578	"Replication"
"B cell naive"	"Mac (2)"	0.0032890462744473	"Replication"
"B cell plasma IgA (1)"	"Mac (2)"	-0.019070268667788	"Replication"
"B cell plasma IgA (2)"	"Mac (2)"	-0.00487692536274884	"Replication"
"B cell plasma IgA (3)"	"Mac (2)"	-0.00575721288191789	"Replication"
"Dendritic cell"	"Mac (2)"	0.465968547013504	"Replication"
"Endocrine cell"	"Mac (2)"	-0.0694991561515317	"Replication"
"Endothelial cell"	"Mac (2)"	0.0679655265338515	"Replication"
"Enterocyte middle villus (1)"	"Mac (2)"	-0.0465993483510552	"Replication"
"Enterocyte middle villus (2)"	"Mac (2)"	-0.0548372350212757	"Replication"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"Mac (2)"	-0.0784121565306462	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"Mac (2)"	-0.104125452108824	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"Mac (2)"	-0.0955925696006402	"Replication"
"Enterocyte top villus"	"Mac (2)"	-0.0484363144802124	"Replication"
"Enterocytes BEST4"	"Mac (2)"	-0.027058181582189	"Replication"
"Fibroblast/Myofibroblasts"	"Mac (2)"	0.0627660620506959	"Replication"
"Goblet cell crypt MKI67+"	"Mac (2)"	-0.118895809334631	"Replication"
"Goblet cell middle villus"	"Mac (2)"	-0.102501922852132	"Replication"
"Goblet cell top villus"	"Mac (2)"	-0.0834500238800301	"Replication"
"ILC1/NKs"	"Mac (2)"	0.0144447059117021	"Replication"
"ILC3"	"Mac (2)"	0.0422424313668369	"Replication"
"Mac (1)"	"Mac (2)"	0.650336211167241	"Replication"
"Mac (2)"	"Mac (2)"	1	"Replication"
"Mac intermediate (1)"	"Mac (2)"	0.524964623460857	"Replication"
"Mac intermediate (2)"	"Mac (2)"	0.333983344124384	"Replication"
"Mast"	"Mac (2)"	0.103469456306364	"Replication"
"Monocytes"	"Mac (2)"	0.162831891709232	"Replication"
"Paneth cell"	"Mac (2)"	-0.0752313886513726	"Replication"
"Pericytes"	"Mac (2)"	0.0241543394308807	"Replication"
"Smooth muscle cell"	"Mac (2)"	0.0413784630775253	"Replication"
"Stem cell LGR5+"	"Mac (2)"	-0.0947210459743	"Replication"
"Stem cell MKI67+ (1)"	"Mac (2)"	-0.116300931857561	"Replication"
"Stem cell MKI67+ (2)"	"Mac (2)"	-0.111062241972119	"Replication"
"T cell CD4 naive"	"Mac (2)"	-0.0493524952746754	"Replication"
"T cell CD4 proliferating"	"Mac (2)"	-0.00967925608865289	"Replication"
"T cell CD4- CD8-"	"Mac (2)"	0.0180592040048976	"Replication"
"T cell CD4+ CXCR6+ memory"	"Mac (2)"	-0.0069278873303933	"Replication"
"T cell CD4+ memory"	"Mac (2)"	-0.0248436311665985	"Replication"
"T cell CD4+ PASK+ CCR7+"	"Mac (2)"	-0.0490485314403816	"Replication"
"T cell CD4+ Treg"	"Mac (2)"	-0.0113553964831953	"Replication"
"T cell CD8+ FGFBP2+ effector"	"Mac (2)"	0.00796761848067556	"Replication"
"T cell CD8+ GZMK+"	"Mac (2)"	-0.0185842928001383	"Replication"
"T cell CD8+ tissue-resident"	"Mac (2)"	-0.0278707898651838	"Replication"
"T cell gd"	"Mac (2)"	-0.000917881397913663	"Replication"
"Tuft cell"	"Mac (2)"	-0.0463684829538044	"Replication"
"B cell"	"Mac intermediate (1)"	0.0350612860636	"Replication"
"B cell activated"	"Mac intermediate (1)"	-0.013935842569572	"Replication"
"B cell germinal centre/plasmablasts"	"Mac intermediate (1)"	0.0265984308773382	"Replication"
"B cell memory (1)"	"Mac intermediate (1)"	0.0671208902669821	"Replication"
"B cell memory (2)"	"Mac intermediate (1)"	0.0728423961900243	"Replication"
"B cell naive"	"Mac intermediate (1)"	0.0784013449129757	"Replication"
"B cell plasma IgA (1)"	"Mac intermediate (1)"	-0.0963723443031079	"Replication"
"B cell plasma IgA (2)"	"Mac intermediate (1)"	-0.051322271490726	"Replication"
"B cell plasma IgA (3)"	"Mac intermediate (1)"	-0.0353226099730832	"Replication"
"Dendritic cell"	"Mac intermediate (1)"	0.572968359089975	"Replication"
"Endocrine cell"	"Mac intermediate (1)"	-0.098771286211037	"Replication"
"Endothelial cell"	"Mac intermediate (1)"	0.0586264769977145	"Replication"
"Enterocyte middle villus (1)"	"Mac intermediate (1)"	-0.0488543146544913	"Replication"
"Enterocyte middle villus (2)"	"Mac intermediate (1)"	-0.0827713177382233	"Replication"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"Mac intermediate (1)"	-0.0927369717614194	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"Mac intermediate (1)"	-0.103114067104991	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"Mac intermediate (1)"	-0.0813225896539154	"Replication"
"Enterocyte top villus"	"Mac intermediate (1)"	-0.0646524529251732	"Replication"
"Enterocytes BEST4"	"Mac intermediate (1)"	-0.0368381387498251	"Replication"
"Fibroblast/Myofibroblasts"	"Mac intermediate (1)"	0.00209894405095843	"Replication"
"Goblet cell crypt MKI67+"	"Mac intermediate (1)"	-0.0907923728129006	"Replication"
"Goblet cell middle villus"	"Mac intermediate (1)"	-0.118354526172519	"Replication"
"Goblet cell top villus"	"Mac intermediate (1)"	-0.0848210713262312	"Replication"
"ILC1/NKs"	"Mac intermediate (1)"	0.075460670714616	"Replication"
"ILC3"	"Mac intermediate (1)"	0.0767215085201237	"Replication"
"Mac (1)"	"Mac intermediate (1)"	0.627259302462587	"Replication"
"Mac (2)"	"Mac intermediate (1)"	0.524964623460857	"Replication"
"Mac intermediate (1)"	"Mac intermediate (1)"	1	"Replication"
"Mac intermediate (2)"	"Mac intermediate (1)"	0.577761313900558	"Replication"
"Mast"	"Mac intermediate (1)"	0.110727339536653	"Replication"
"Monocytes"	"Mac intermediate (1)"	0.391524714704418	"Replication"
"Paneth cell"	"Mac intermediate (1)"	-0.127519232210662	"Replication"
"Pericytes"	"Mac intermediate (1)"	-0.02247412555739	"Replication"
"Smooth muscle cell"	"Mac intermediate (1)"	-0.024571329358047	"Replication"
"Stem cell LGR5+"	"Mac intermediate (1)"	-0.129385638077415	"Replication"
"Stem cell MKI67+ (1)"	"Mac intermediate (1)"	-0.0930578407857823	"Replication"
"Stem cell MKI67+ (2)"	"Mac intermediate (1)"	-0.0982876809323195	"Replication"
"T cell CD4 naive"	"Mac intermediate (1)"	-0.0256415395790898	"Replication"
"T cell CD4 proliferating"	"Mac intermediate (1)"	0.031712106364016	"Replication"
"T cell CD4- CD8-"	"Mac intermediate (1)"	-0.000910869705366686	"Replication"
"T cell CD4+ CXCR6+ memory"	"Mac intermediate (1)"	0.0781116205709895	"Replication"
"T cell CD4+ memory"	"Mac intermediate (1)"	0.0252639888192514	"Replication"
"T cell CD4+ PASK+ CCR7+"	"Mac intermediate (1)"	-0.0188348520827693	"Replication"
"T cell CD4+ Treg"	"Mac intermediate (1)"	0.0438839883368944	"Replication"
"T cell CD8+ FGFBP2+ effector"	"Mac intermediate (1)"	0.0379185238883624	"Replication"
"T cell CD8+ GZMK+"	"Mac intermediate (1)"	0.0235538502702527	"Replication"
"T cell CD8+ tissue-resident"	"Mac intermediate (1)"	0.0328553504637934	"Replication"
"T cell gd"	"Mac intermediate (1)"	0.0661167358428772	"Replication"
"Tuft cell"	"Mac intermediate (1)"	-0.0338755350611859	"Replication"
"B cell"	"Mac intermediate (2)"	0.00344663552527067	"Replication"
"B cell activated"	"Mac intermediate (2)"	-0.0433857195669815	"Replication"
"B cell germinal centre/plasmablasts"	"Mac intermediate (2)"	-0.0141968056160529	"Replication"
"B cell memory (1)"	"Mac intermediate (2)"	0.0116267586711637	"Replication"
"B cell memory (2)"	"Mac intermediate (2)"	0.0237723144824436	"Replication"
"B cell naive"	"Mac intermediate (2)"	0.0317851502193091	"Replication"
"B cell plasma IgA (1)"	"Mac intermediate (2)"	-0.0423039850532764	"Replication"
"B cell plasma IgA (2)"	"Mac intermediate (2)"	-0.0188364214092486	"Replication"
"B cell plasma IgA (3)"	"Mac intermediate (2)"	-0.00744541272562607	"Replication"
"Dendritic cell"	"Mac intermediate (2)"	0.347812651312102	"Replication"
"Endocrine cell"	"Mac intermediate (2)"	-0.0688749648506022	"Replication"
"Endothelial cell"	"Mac intermediate (2)"	0.050504887480002	"Replication"
"Enterocyte middle villus (1)"	"Mac intermediate (2)"	0.0100685998318623	"Replication"
"Enterocyte middle villus (2)"	"Mac intermediate (2)"	-0.054139814227992	"Replication"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"Mac intermediate (2)"	-0.086708058508039	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"Mac intermediate (2)"	-0.120735136671677	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"Mac intermediate (2)"	-0.0831909083892697	"Replication"
"Enterocyte top villus"	"Mac intermediate (2)"	-0.0314614489449866	"Replication"
"Enterocytes BEST4"	"Mac intermediate (2)"	-0.0219946136542359	"Replication"
"Fibroblast/Myofibroblasts"	"Mac intermediate (2)"	0.024991804823774	"Replication"
"Goblet cell crypt MKI67+"	"Mac intermediate (2)"	-0.111874736936013	"Replication"
"Goblet cell middle villus"	"Mac intermediate (2)"	-0.0909063249491445	"Replication"
"Goblet cell top villus"	"Mac intermediate (2)"	-0.0379527169988629	"Replication"
"ILC1/NKs"	"Mac intermediate (2)"	0.0300056137470462	"Replication"
"ILC3"	"Mac intermediate (2)"	0.0525818857319939	"Replication"
"Mac (1)"	"Mac intermediate (2)"	0.322010310574343	"Replication"
"Mac (2)"	"Mac intermediate (2)"	0.333983344124384	"Replication"
"Mac intermediate (1)"	"Mac intermediate (2)"	0.577761313900558	"Replication"
"Mac intermediate (2)"	"Mac intermediate (2)"	1	"Replication"
"Mast"	"Mac intermediate (2)"	0.0744932211769955	"Replication"
"Monocytes"	"Mac intermediate (2)"	0.417223880930274	"Replication"
"Paneth cell"	"Mac intermediate (2)"	-0.0844587127699606	"Replication"
"Pericytes"	"Mac intermediate (2)"	0.00467982028566375	"Replication"
"Smooth muscle cell"	"Mac intermediate (2)"	0.00424768364289747	"Replication"
"Stem cell LGR5+"	"Mac intermediate (2)"	-0.11852479635312	"Replication"
"Stem cell MKI67+ (1)"	"Mac intermediate (2)"	-0.117806500922436	"Replication"
"Stem cell MKI67+ (2)"	"Mac intermediate (2)"	-0.125986699231431	"Replication"
"T cell CD4 naive"	"Mac intermediate (2)"	-0.0328683620624099	"Replication"
"T cell CD4 proliferating"	"Mac intermediate (2)"	0.000527671881297514	"Replication"
"T cell CD4- CD8-"	"Mac intermediate (2)"	-0.00890471016204607	"Replication"
"T cell CD4+ CXCR6+ memory"	"Mac intermediate (2)"	0.0388868765046071	"Replication"
"T cell CD4+ memory"	"Mac intermediate (2)"	0.00848657653198167	"Replication"
"T cell CD4+ PASK+ CCR7+"	"Mac intermediate (2)"	-0.0210855872170822	"Replication"
"T cell CD4+ Treg"	"Mac intermediate (2)"	0.0406326567203171	"Replication"
"T cell CD8+ FGFBP2+ effector"	"Mac intermediate (2)"	0.0320851396365155	"Replication"
"T cell CD8+ GZMK+"	"Mac intermediate (2)"	0.0135084767042737	"Replication"
"T cell CD8+ tissue-resident"	"Mac intermediate (2)"	0.00513674105271114	"Replication"
"T cell gd"	"Mac intermediate (2)"	0.0187998433427528	"Replication"
"Tuft cell"	"Mac intermediate (2)"	-0.037311302182874	"Replication"
"B cell"	"Mast"	0.0327766454315014	"Replication"
"B cell activated"	"Mast"	-0.0239839894645689	"Replication"
"B cell germinal centre/plasmablasts"	"Mast"	-0.0158754022053885	"Replication"
"B cell memory (1)"	"Mast"	0.0286407719384915	"Replication"
"B cell memory (2)"	"Mast"	0.0368457258501016	"Replication"
"B cell naive"	"Mast"	0.0381318875594697	"Replication"
"B cell plasma IgA (1)"	"Mast"	-0.0313521599821614	"Replication"
"B cell plasma IgA (2)"	"Mast"	-0.00265540095276803	"Replication"
"B cell plasma IgA (3)"	"Mast"	0.00654364183926419	"Replication"
"Dendritic cell"	"Mast"	0.110104107709398	"Replication"
"Endocrine cell"	"Mast"	-0.0273436833183871	"Replication"
"Endothelial cell"	"Mast"	0.075179593420322	"Replication"
"Enterocyte middle villus (1)"	"Mast"	-0.0870302196415628	"Replication"
"Enterocyte middle villus (2)"	"Mast"	-0.0976622634771498	"Replication"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"Mast"	-0.109654365115982	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"Mast"	-0.113975290094265	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"Mast"	-0.114343905709723	"Replication"
"Enterocyte top villus"	"Mast"	-0.0848127125223065	"Replication"
"Enterocytes BEST4"	"Mast"	-0.0366447523962737	"Replication"
"Fibroblast/Myofibroblasts"	"Mast"	0.0568680765839029	"Replication"
"Goblet cell crypt MKI67+"	"Mast"	-0.114369666425014	"Replication"
"Goblet cell middle villus"	"Mast"	-0.0917465467075364	"Replication"
"Goblet cell top villus"	"Mast"	-0.0755594066903394	"Replication"
"ILC1/NKs"	"Mast"	0.0934208646834582	"Replication"
"ILC3"	"Mast"	0.109276001128786	"Replication"
"Mac (1)"	"Mast"	0.109101139538094	"Replication"
"Mac (2)"	"Mast"	0.103469456306364	"Replication"
"Mac intermediate (1)"	"Mast"	0.110727339536653	"Replication"
"Mac intermediate (2)"	"Mast"	0.0744932211769955	"Replication"
"Mast"	"Mast"	1	"Replication"
"Monocytes"	"Mast"	0.0517277080679604	"Replication"
"Paneth cell"	"Mast"	-0.0789395045353903	"Replication"
"Pericytes"	"Mast"	0.0436094912339747	"Replication"
"Smooth muscle cell"	"Mast"	0.0378507364866093	"Replication"
"Stem cell LGR5+"	"Mast"	-0.0844302359981448	"Replication"
"Stem cell MKI67+ (1)"	"Mast"	-0.129786136089084	"Replication"
"Stem cell MKI67+ (2)"	"Mast"	-0.116735322244495	"Replication"
"T cell CD4 naive"	"Mast"	0.0238501166179663	"Replication"
"T cell CD4 proliferating"	"Mast"	0.0269286839630295	"Replication"
"T cell CD4- CD8-"	"Mast"	0.0307214565959837	"Replication"
"T cell CD4+ CXCR6+ memory"	"Mast"	0.0495732115190574	"Replication"
"T cell CD4+ memory"	"Mast"	0.0444414915933329	"Replication"
"T cell CD4+ PASK+ CCR7+"	"Mast"	0.0240333670592878	"Replication"
"T cell CD4+ Treg"	"Mast"	0.0464441562480342	"Replication"
"T cell CD8+ FGFBP2+ effector"	"Mast"	0.0449035433270924	"Replication"
"T cell CD8+ GZMK+"	"Mast"	0.0360248850127259	"Replication"
"T cell CD8+ tissue-resident"	"Mast"	0.0394723615008946	"Replication"
"T cell gd"	"Mast"	0.0791999902969843	"Replication"
"Tuft cell"	"Mast"	-0.012790743524261	"Replication"
"B cell"	"Monocytes"	0.0140884249682063	"Replication"
"B cell activated"	"Monocytes"	-0.035240252508263	"Replication"
"B cell germinal centre/plasmablasts"	"Monocytes"	0.00169832394445916	"Replication"
"B cell memory (1)"	"Monocytes"	0.0326785768103527	"Replication"
"B cell memory (2)"	"Monocytes"	0.0325286021064408	"Replication"
"B cell naive"	"Monocytes"	0.0348703014698152	"Replication"
"B cell plasma IgA (1)"	"Monocytes"	-0.00187244018898974	"Replication"
"B cell plasma IgA (2)"	"Monocytes"	0.0142209696462957	"Replication"
"B cell plasma IgA (3)"	"Monocytes"	0.0188749812495143	"Replication"
"Dendritic cell"	"Monocytes"	0.191016914071814	"Replication"
"Endocrine cell"	"Monocytes"	-0.0592832736464437	"Replication"
"Endothelial cell"	"Monocytes"	0.010598049013553	"Replication"
"Enterocyte middle villus (1)"	"Monocytes"	-0.00111679773951782	"Replication"
"Enterocyte middle villus (2)"	"Monocytes"	-0.0513422786516314	"Replication"
"Enterocyte precursor crypt OLFM4+ KRT20++"	"Monocytes"	-0.0791683208851471	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (1)"	"Monocytes"	-0.106645856283017	"Replication"
"Enterocyte progenitor crypt OLFM4++ KRT20+ (2)"	"Monocytes"	-0.0856613360374093	"Replication"
"Enterocyte top villus"	"Monocytes"	-0.0247668013988596	"Replication"
"Enterocytes BEST4"	"Monocytes"	-0.0245411422190296	"Replication"
"Fibroblast/Myofibroblasts"	"Monocytes"	-0.028185639062574	"Replication"
"Goblet cell crypt MKI67+"	"Monocytes"	-0.104052445633693	"Replication"
"Goblet cell middle villus"	"Monocytes"	-0.0729575729651481	"Replication"
"Goblet cell top villus"	"Monocytes"	-0.0247152521984489	"Replication"
"ILC1/NKs"	"Monocytes"	0.043645857666776	"Replication"
"ILC3"	"Monocytes"	0.0294301531596464	"Replication"
"Mac (1)"	"Monocytes"	0.182242676215129	"Replication"
"Mac (2)"	"Monocytes"	0.162831891709232	"Replication"
"Mac intermediate (1)"	"Monocytes"	0.391524714704418	"Replication"
"Mac intermediate (2)"	"Monocytes"	0.417223880930274	"Replication"
"Mast"	"Monocytes"	0.0517277080679604	"Replication"
"Monocytes"	"Monocytes"	1	"Replication"
"Paneth cell"	"Monocytes"	-0.0764717946686738	"Replication"
"Pericytes"	"Monocytes"	-0.0299461149446732	"Replication"
"Smooth muscle cell"	"Monocytes"	-0.0334558019476417	"Replication"
"Stem cell LGR5+"	"Monocytes"	-0.107253156700286	"Replication"
"Stem cell MKI67+ (1)"	"Monocytes"	-0.116264570711354	"Replication"
"Stem cell MKI67+ (2)"	"Monocytes"	-0.124481596148853	"Replication"
"T cell CD4 naive"	"Monocytes"	-0.00186023362660533	"Replication"
"T cell CD4 proliferating"	"Monocytes"	-0.00954907173411271	"Replication"
"T cell CD4- CD8-"	"Monocytes"	-0.00244573039380229	"Replication"
"T cell CD4+ CXCR6+ memory"	"Monocytes"	0.0323797457787287	"Replication"
"T cell CD4+ memory"	"Monocytes"	0.0251785629065474	"Replication"
"T cell CD4+ PASK+ CCR7+"	"Monocytes"	-0.00187129549385152	"Replication"
"T cell CD4+ Treg"	"Monocytes"	0.0283495805047526	"Replication"
"T cell CD8+ FGFBP2+ effector"	"Monocytes"	0.040057213244598	"Replication"
"T cell CD8+ GZMK+"	"Monocytes"	0.0285468591594581	"Replication"
"T cell CD8+ tissue-resident"	"Monocytes"	0.0142913216561328	"Replication"
"T cell gd"	"Monocytes"	0.0175814747709005	"Replication"
"Tuft cell"	"Monocytes"	-0.0250444369199179	"Replication"
"B cell"	"Paneth cell"	-0.0609709651493978	"Replication"
"B cell activated"	"Paneth cell"	-0.0376733953784292	"Replication"
"B cell germinal centre/plasmablasts"	"Paneth cell"	-0.139385969919614	"Replication"
